label,ssl_version,cipher_suite_server,cert_key_alg,cert_sig_alg,cert_key_type,max_duration,avg_duration,percent_of_std_duration,number_of_flows,ssl_flow_ratio,avg_size,recv_sent_size_ratio,avg_pkts,recv_sent_pkts_ratio,packet_loss,percent_of_established_state,avg_time_diff,std_time_diff,max_time_diff,ssl_tls_ratio,resumed,self_signed_ratio,avg_key_length,avg_cert_valid_day,std_cert_valid_day,percent_of_valid_cert,avg_valid_cert_percent,number_of_cert_serial,number_of_domains_in_cert,avg_cert_path,x509_ssl_ratio,SNI_ssl_ratio,is_SNIs_in_SNA_dns,is_CNs_in_SNA_dns,subject_CN_is_IP,subject_is_com,is_O_in_subject,is_CO_in_subject,is_ST_in_subject,is_L_in_subject,subject_only_CN,issuer_is_com,is_O_in_issuer,is_CO_in_issuer,is_ST_in_issuer,is_L_in_issuer,issuer_only_CN,avg_TTL,avg_domain_name_length,std_domain_name_length,avg_IPs_in_DNS
1,['TLSV12'],['TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384'],['rsaEncryption'],['sha256WithRSAEncryption'],['rsa'],87.824488,47.537063,1.0,2,1.0,51430.5,83.72899505766063,64.0,2.0476190476190474,0,1.0,348.7329571247101,0.0,348.7329571247101,0.0,0,0.0,-1.0,366.0,0.0,1.0,0.8867513384313931,1,2,2.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,10799.0,16.0,0.0,2.0
